song_title,lyrics,clean_lyrics,word_count
Zayn Fingers,"[Verse 1]
Fucked and I want ya
Looked and I loved ya
Stuck, now I need ya
Hopin' I'd see ya
Touch, wanna feel her
Much can't conceal her, no
Hiding all your features
Sliding on the filters
Should be you that's in the middle
Don't be hiding what you thinkin'
[Chorus]
I been fucked and I want ya, I can't even text ya
'Cause my fingers ain't working, but my heart is
If you wanna, let me know where you are, then
I can come and love (I can come and love)
I can come and love (I can come and love ya)
I can come and love ya (I can come and love)
I can come and love ya (I can come and love ya)
[Verse 2]
What did I tell ya? Typo said I loved ya
Didn't mean what I was sayin'
No, I wasn't playin', just confused
Was tryna play it smooth
Stood spinnin' in this room
In this state I been consumed
State I been consumed[Chorus]
'Cause I'm fucked and I want ya, I can't even text ya
'Cause my fingers ain't working, but my heart is
If you wanna, let me know where you are, then
I can come and love (I can come and love)
I can come and love (I can come and love ya)
I can come and love ya (I can come and love)
I can come and love ya (I can come and love ya)
[Bridge]
I know it's taking all your strength to keep restrained
'Cause you got different things replacing
Old feelings that you felt
Now you seen it for yourself
Where's the shame? No shame in what you need
[Chorus]
Fucked and I want ya, I can't even text ya
'Cause my fingers ain't working, but my heart is
If you wanna, let me know where you are, then
I can come and love (I can come and love)
I can come and love (I can come and love ya)
I can come and love ya (I can come and love)
I can come and love ya (I can come and love ya)","Fucked and I want ya Looked and I loved ya Stuck, now I need ya Hopin Id see ya Touch, wanna feel her Much cant conceal her, no Hiding all your features Sliding on the filters Should be you thats in the middle Dont be hiding what you thinkin I been fucked and I want ya, I cant even text ya Cause my fingers aint working, but my heart is If you wanna, let me know where you are, then I can come and love I can come and love I can come and love I can come and love ya I can come and love ya I can come and love I can come and love ya I can come and love ya What did I tell ya? Typo said I loved ya Didnt mean what I was sayin No, I wasnt playin, just confused Was tryna play it smooth Stood spinnin in this room In this state I been consumed State I been consumed Cause Im fucked and I want ya, I cant even text ya Cause my fingers aint working, but my heart is If you wanna, let me know where you are, then I can come and love I can come and love I can come and love I can come and love ya I can come and love ya I can come and love I can come and love ya I can come and love ya I know its taking all your strength to keep restrained Cause you got different things replacing Old feelings that you felt Now you seen it for yourself Wheres the shame? No shame in what you need Fucked and I want ya, I cant even text ya Cause my fingers aint working, but my heart is If you wanna, let me know where you are, then I can come and love I can come and love I can come and love I can come and love ya I can come and love ya I can come and love I can come and love ya I can come and love ya",350
Zayn Flight Of The Stars,"[Chorus]
I go where you go
Go through Armageddon
Girl I got you
There's no goodbyes, only us
So I will follow
Hold you close standing on the edge of no tomorrow
Still deep in us, get that rush
So I still follow
[Verse 1]
I been feeling high when I touch your body
That's how I feel the soul inside her body
Can't believe my eyes I swear
You glow, I follow you close
Fingertips touch, all I want your body
Fingertips touch all I want
[Pre-Chorus]
All I want
All I ever wanted
It's in front of me
Right in front of me
What have I done
Now I never done
This could be the end of me
Be the end of me[Chorus]
I go where you go
Go through Armageddon
Girl I got you
There's no goodbyes, only us
So I will follow
Hold you close standing on the edge of no tomorrow
Still deep in us, get that rush
So I still follow
[Verse 2]
I been feeling like I deserve somebody
And you burn so bright you can blind somebody
You go following flights to the stars
And these cars can get us home
[Pre-Chorus]
All I want
All I ever wanted
It's in front of me
Right in front of me
What have I done?
Now I never done
This could be the end of me
Be the end of me[Chorus]
I go where you go
Go through Armageddon
Girl I got you
There's no goodbyes, only us
So I will follow
Hold you close standing on the edge of no tomorrow
Still deep in us, get that rush
So I still follow
[Bridge]
As long as you feeling the same, ah
I'll follow you into the flames, ah
As long as you feeling the same, ah
I'll follow you into the flames, ah
[Chorus]
I go where you go
Go through Armageddon
Girl I got you
There's no goodbyes, only us
So I will follow
Hold you close standing on the edge of no tomorrow
Still deep in us, get that rush
So I still follow","I go where you go Go through Armageddon Girl I got you Theres no goodbyes, only us So I will follow Hold you close standing on the edge of no tomorrow Still deep in us, get that rush So I still follow I been feeling high when I touch your body Thats how I feel the soul inside her body Cant believe my eyes I swear You glow, I follow you close Fingertips touch, all I want your body Fingertips touch all I want All I want All I ever wanted Its in front of me Right in front of me What have I done Now I never done This could be the end of me Be the end of me I go where you go Go through Armageddon Girl I got you Theres no goodbyes, only us So I will follow Hold you close standing on the edge of no tomorrow Still deep in us, get that rush So I still follow I been feeling like I deserve somebody And you burn so bright you can blind somebody You go following flights to the stars And these cars can get us home All I want All I ever wanted Its in front of me Right in front of me What have I done? Now I never done This could be the end of me Be the end of me I go where you go Go through Armageddon Girl I got you Theres no goodbyes, only us So I will follow Hold you close standing on the edge of no tomorrow Still deep in us, get that rush So I still follow As long as you feeling the same, ah Ill follow you into the flames, ah As long as you feeling the same, ah Ill follow you into the flames, ah I go where you go Go through Armageddon Girl I got you Theres no goodbyes, only us So I will follow Hold you close standing on the edge of no tomorrow Still deep in us, get that rush So I still follow",344
Zayn Good Years,"[Chorus]
I'd rather be anywhere, anywhere but here
I'd rather be anywhere, anywhere but here
I close my eyes and see a crowd of a thousand tears
I pray to God I didn't waste all my good years
All my good years
All my good years
[Verse 1]
The voices screaming loud as hell
We don't care 'bout no one else
Nothing in the world could bring us down
Now we're so high among the stars without a worry
And neither one, one of us wants to say we're sorry
[Chorus]
I'd rather be anywhere, anywhere but here
I'd rather be anywhere, anywhere but here
I close my eyes and see a crowd of a thousand tears
I pray to God I didn't waste all my good years
All my good years
All my good years
[Verse 2]
Too much drugs and alcohol
What the hell were we fighting for?
'Cause now the whole damn world will know
That we're too numb and just too dumb to change the story
Neither one, one of us wants to say we're sorry[Chorus]
I'd rather be anywhere, anywhere but here
I'd rather be anywhere, anywhere but here
I close my eyes and see a crowd of a thousand tears
I pray to God I didn't waste all my good years
All my good years
All my good years
[Bridge]
Need a chance just to breathe, feel alive
And when the day meets the night, show me the light
Feel the wind and the fire, hold the pain deep inside
It's in my eyes, in my eyes
[Chorus]
I'd rather be anywhere, anywhere but here
I'd rather be anywhere, anywhere but here
I close my eyes and see a crowd of a thousand tears
I pray to God I didn't waste all my good years
All my good years
All my good years
[Outro]
I pray to God I didn't waste all my good years
All my good years
All my good years","Id rather be anywhere, anywhere but here Id rather be anywhere, anywhere but here I close my eyes and see a crowd of a thousand tears I pray to God I didnt waste all my good years All my good years All my good years The voices screaming loud as hell We dont care bout no one else Nothing in the world could bring us down Now were so high among the stars without a worry And neither one, one of us wants to say were sorry Id rather be anywhere, anywhere but here Id rather be anywhere, anywhere but here I close my eyes and see a crowd of a thousand tears I pray to God I didnt waste all my good years All my good years All my good years Too much drugs and alcohol What the hell were we fighting for? Cause now the whole damn world will know That were too numb and just too dumb to change the story Neither one, one of us wants to say were sorry Id rather be anywhere, anywhere but here Id rather be anywhere, anywhere but here I close my eyes and see a crowd of a thousand tears I pray to God I didnt waste all my good years All my good years All my good years Need a chance just to breathe, feel alive And when the day meets the night, show me the light Feel the wind and the fire, hold the pain deep inside Its in my eyes, in my eyes Id rather be anywhere, anywhere but here Id rather be anywhere, anywhere but here I close my eyes and see a crowd of a thousand tears I pray to God I didnt waste all my good years All my good years All my good years I pray to God I didnt waste all my good years All my good years All my good years",320
Zayn I Dont Wanna Live Forever,"[Verse 1: ZAYN]
Been sittin' eyes wide open
Behind these four walls, hopin' you'd call
It's just a cruel existence
Like it's no point hopin' at all
[Pre-Chorus: ZAYN]
Baby, baby, I feel crazy
Up all night, all night and every day
Give me somethin', oh, but you say nothin'
What is happening to me?
[Chorus: ZAYN]
I don't wanna live forever
'Cause I know I'll be living in vain
And I don't wanna fit wherever
I just wanna keep calling your name
Until you come back home
I just wanna keep calling your name
Until you come back home
I just wanna keep calling your name
Until you come back home
[Verse 2: Taylor Swift]
I'm sittin' eyes wide open
And I got one thing stuck in my mind
Wonderin' if I dodged a bullet
Or just lost the love of my life, oh[Pre-Chorus: Taylor Swift]
Baby, baby, I feel crazy
Up all night, all night and every day
I gave you somethin', but you gave me nothin'
What is happening to me?
[Chorus: ZAYN, 
Taylor Swift
, 
Both
]
I don't wanna live forever
'Cause I know I'll be living in vain
And I don't wanna fit (
Fit, babe
) wherever (
Wherever
)
I just wanna keep calling your name
Until you come back home
I just wanna keep calling your name
Until you come back home
I just wanna keep calling your name
Until you come back
 home
[Bridge: Taylor Swift, 
ZAYN
, 
Both
]
I've been looking sad in all the nicest places
Baby, baby, I feel crazy
I see you around in all these empty faces
Up all night, all night and every day
I've been looking sad in all the nicest places
Give me somethin', oh, but you say nothin'
Now I'm in a cab, I tell 'em where your place is
What is happening to me?[Chorus: ZAYN, 
Taylor Swift
, 
Both
]
I don't wanna live forever
'Cause I know I'll be living in vain
And I don't wanna fit (I don't wanna fit, 
fit, babe
) wherever (
Wherever
)
I just wanna keep calling your name
Until you come back home
 (Home)
I just wanna keep calling your name
Until you come back home
 (Back, woah)
I just wanna keep calling your name
Until you come back home
 (I don't wanna fit)
[Post-Chorus: Both, 
ZAYN
]
I just wanna keep calling your name
Until you come back home (
Back home to you, baby
)
I just wanna keep calling your name
Until you come back home
[Outro: Taylor Swift, 
ZAYN
]
I just wanna keep callin' your name
Until you come back home
Until you come back home","Been sittin eyes wide open Behind these four walls, hopin youd call Its just a cruel existence Like its no point hopin at all Baby, baby, I feel crazy Up all night, all night and every day Give me somethin, oh, but you say nothin What is happening to me? I dont wanna live forever Cause I know Ill be living in vain And I dont wanna fit wherever I just wanna keep calling your name Until you come back home I just wanna keep calling your name Until you come back home I just wanna keep calling your name Until you come back home Im sittin eyes wide open And I got one thing stuck in my mind Wonderin if I dodged a bullet Or just lost the love of my life, oh Baby, baby, I feel crazy Up all night, all night and every day I gave you somethin, but you gave me nothin What is happening to me? I dont wanna live forever Cause I know Ill be living in vain And I dont wanna fit Fit, babe wherever Wherever I just wanna keep calling your name Until you come back home I just wanna keep calling your name Until you come back home I just wanna keep calling your name Until you come back home Ive been looking sad in all the nicest places Baby, baby, I feel crazy I see you around in all these empty faces Up all night, all night and every day Ive been looking sad in all the nicest places Give me somethin, oh, but you say nothin Now Im in a cab, I tell em where your place is What is happening to me? I dont wanna live forever Cause I know Ill be living in vain And I dont wanna fit I dont wanna fit, fit, babe wherever Wherever I just wanna keep calling your name Until you come back home Home I just wanna keep calling your name Until you come back home Back, woah I just wanna keep calling your name Until you come back home I dont wanna fit I just wanna keep calling your name Until you come back home Back home to you, baby I just wanna keep calling your name Until you come back home I just wanna keep callin your name Until you come back home Until you come back home",399
Zayn Icarus Interlude,"[Intro]
Ooh-ooh (Ooh, ooh, ooh)
Ooh-ooh (Ooh)
Ooh
[Verse 1]
Call me Icarus
I guess I flew too close to the sun
Myth'll call me legend, and I'ma be one
In my Yves Saint Laurent
Get the bees coming in for the honey I supply
And if you ain't got it now, then you're in for a surprise
You won't get it in a lifetime (Lifetime)
I'm in the right place at the right time (Right time)
[Chorus]
Girl, you love me better than anyone
Girl, you love me better than I've known
Girl, you love me better than I've known before
Better than I've known before
[Post-Chorus]
(Better than I've known before)
Ain't no stopping what I know (Before)
What I know, ain't no[Verse 2]
Ain't no stopping what I feel
Plays on my mind in slo-mo
Every time as if it were real
Every night, oh, it's you I feel
That's how you're in my mind
[Outro]
I've been lying to the liars
I've been lying
I've been lying to the liars
I've been lying to the liars
I've been lying with the liars every night
Lying 'cause I'm flying
I've been lying to the liars
Lying to the liars","Oohooh Ooh, ooh, ooh Oohooh Ooh Ooh Call me Icarus I guess I flew too close to the sun Mythll call me legend, and Ima be one In my Yves Saint Laurent Get the bees coming in for the honey I supply And if you aint got it now, then youre in for a surprise You wont get it in a lifetime Lifetime Im in the right place at the right time Right time Girl, you love me better than anyone Girl, you love me better than Ive known Girl, you love me better than Ive known before Better than Ive known before Better than Ive known before Aint no stopping what I know Before What I know, aint no Aint no stopping what I feel Plays on my mind in slomo Every time as if it were real Every night, oh, its you I feel Thats how youre in my mind Ive been lying to the liars Ive been lying Ive been lying to the liars Ive been lying to the liars Ive been lying with the liars every night Lying cause Im flying Ive been lying to the liars Lying to the liars",195
Zayn Imprint,"[Verse 1]
We can leave an imprint
'Cause this minute that I'm in
'Cause this minute's where I live with you
Where I stay with you
If you wanna stay up late
[Pre-Chorus]
Girl we'd still make it
If the planets all faded away
You might think I'm crazy
But I know you're my baby anyway
[Chorus]
Girl you took two minutes out of my life
Yeah who told ya I ain't with it? I need ya
I don't want 'em back
I just want you back in my bed
I don't want 'em back
I just want you back in my bed
[Verse 2]
You can take it all off
'Cause this love ain't got no cost
No excuses I'll be cursed for you
It's just something that I say to you
If you want it I can change[Pre-Chorus]
Girl we'd still make it
If the planets all faded away
You might think I'm crazy
But I know you're my baby anyway
[Chorus]
Girl you took two minutes out of my life
Yeah who told ya I ain't with it? I need ya
I don't want 'em back
I just want you back in my bed
I don't want 'em back
I just want you back in my bed
[Verse 3]
I never told you the story, oh
They say this building's from Victorian times
I guess we all got a story, oh
Just tellin' mine
Change the scenario
Jumpin' like Mario
Gotta give it all a go
Don't lose a life
[Chorus]
Girl you took two minutes out of my life
Yeah who told ya I ain't with it? I need ya
I don't want 'em back
I just want you back in my bed
I don't want 'em back
I just want you back in my bed
Girl you took two minutes out of my life
Yeah who told ya I ain't with it? I need ya
I don't want 'em back
I just want you back in my bed
I don't want 'em back
I just want you back in my bed","We can leave an imprint Cause this minute that Im in Cause this minutes where I live with you Where I stay with you If you wanna stay up late Girl wed still make it If the planets all faded away You might think Im crazy But I know youre my baby anyway Girl you took two minutes out of my life Yeah who told ya I aint with it? I need ya I dont want em back I just want you back in my bed I dont want em back I just want you back in my bed You can take it all off Cause this love aint got no cost No excuses Ill be cursed for you Its just something that I say to you If you want it I can change Girl wed still make it If the planets all faded away You might think Im crazy But I know youre my baby anyway Girl you took two minutes out of my life Yeah who told ya I aint with it? I need ya I dont want em back I just want you back in my bed I dont want em back I just want you back in my bed I never told you the story, oh They say this buildings from Victorian times I guess we all got a story, oh Just tellin mine Change the scenario Jumpin like Mario Gotta give it all a go Dont lose a life Girl you took two minutes out of my life Yeah who told ya I aint with it? I need ya I dont want em back I just want you back in my bed I dont want em back I just want you back in my bed Girl you took two minutes out of my life Yeah who told ya I aint with it? I need ya I dont want em back I just want you back in my bed I dont want em back I just want you back in my bed",336
Zayn Its You,"[Verse 1]
She got, she got, she got
Her own reasons for talking to me
She don't, she don't, she don't
Give a fuck about what I need
[Pre-Chorus]
And I can't tell you why because my brain can't equate it
Tell me your lies because I just can't face it
[Chorus]
It's you, it's you, it's you
It's you, it's you, it's you
[Verse 2]
I won't, I won't, I won't
Cover the scars, I'll let 'em bleed
So my silence, so my silence won't
Be mistaken for peace
[Pre-Chorus]
Am I wrong for wantin' us to make it?
Tell me your lies because I just can't face it
[Chorus]
It's you, it's you, it's you
It's you, it's you, it's you[Bridge]
Could it be that it's a lesson that I never had to learn?
I looked at it like a blessing and now it's just a curse
I don't know why, I don't know why
[Chorus]
It's you, it's you
It's you, it's you, it's you","She got, she got, she got Her own reasons for talking to me She dont, she dont, she dont Give a fuck about what I need And I cant tell you why because my brain cant equate it Tell me your lies because I just cant face it Its you, its you, its you Its you, its you, its you I wont, I wont, I wont Cover the scars, Ill let em bleed So my silence, so my silence wont Be mistaken for peace Am I wrong for wantin us to make it? Tell me your lies because I just cant face it Its you, its you, its you Its you, its you, its you Could it be that its a lesson that I never had to learn? I looked at it like a blessing and now its just a curse I dont know why, I dont know why Its you, its you Its you, its you, its you",159
Zayn Let Me,"[Verse 1]
Sweet baby, our sex has meaning (Sex has meaning)
Know this time you'll stay 'til the morning (Stay 'til the morning)
Duvet days and vanilla ice cream (Vanilla ice cream)
More than just one night together exclusively (Exclusively)
[Pre-Chorus]
Baby, let me be your man
So I can love you (I can love you)
And if you let me be your man
Then I'll take care of you, you
[Chorus]
For the rest of my life, for the rest of yours
For the rest of my life, for the rest of yours
For the rest of ours
[Verse 2]
We're drinkin' the finest label (Finest label)
Dirty dancing on top of the table (Top of the table)
Long walks on the beach in April (Beach in April)
Yeah, I promise, darling, that I'll be faithful (Be faithful)
[Pre-Chorus]
Baby, let me be your man (Let me be your man)
So I can love you (I can love you)
And if you let me be your man (Let me be your man)
Then I'll take care of you (I can love you)[Chorus]
For the rest of my life, for the rest of yours
For the rest of my life, for the rest of yours
For the rest of ours
[Bridge]
Give me your body and let me love you like I do
Come a little closer and let me do those things to you
This feelin' will last forever, baby, that's the truth
Let me be your man so I can love you
[Pre-Chorus]
Baby, let me be your man (Let me be your man)
So I can love you (I can love you)
And if you let me be your man (Let me be your man)
Then I'll take care of you (I can love you)
[Chorus]
For the rest of my life (For the rest of my life)
For the rest of yours (For the rest of yours)
For the rest of my life (For the rest of my life)
For the rest of yours (For the rest of yours)
For the rest of ours (For the rest of ours)","Sweet baby, our sex has meaning Sex has meaning Know this time youll stay til the morning Stay til the morning Duvet days and vanilla ice cream Vanilla ice cream More than just one night together exclusively Exclusively Baby, let me be your man So I can love you I can love you And if you let me be your man Then Ill take care of you, you For the rest of my life, for the rest of yours For the rest of my life, for the rest of yours For the rest of ours Were drinkin the finest label Finest label Dirty dancing on top of the table Top of the table Long walks on the beach in April Beach in April Yeah, I promise, darling, that Ill be faithful Be faithful Baby, let me be your man Let me be your man So I can love you I can love you And if you let me be your man Let me be your man Then Ill take care of you I can love you For the rest of my life, for the rest of yours For the rest of my life, for the rest of yours For the rest of ours Give me your body and let me love you like I do Come a little closer and let me do those things to you This feelin will last forever, baby, thats the truth Let me be your man so I can love you Baby, let me be your man Let me be your man So I can love you I can love you And if you let me be your man Let me be your man Then Ill take care of you I can love you For the rest of my life For the rest of my life For the rest of yours For the rest of yours For the rest of my life For the rest of my life For the rest of yours For the rest of yours For the rest of ours For the rest of ours",343
Zayn Like I Would,"[Verse 1]
Hey what's up? It's been a while
Talking 'bout it's not my style
Thought I'd see what's up, while I'm lighting up
It's cold-hearted, cold-hearted
Know it's late, but I'm so wired
Saw your face and got inspired
Guess you let it go, now you're good to go
It's cold-hearted, cold-hearted
[Pre-Chorus]
Oh, oh, it's probably gonna sound wrong
Promise it won't last long
Oh, oh, if we can never go back
Thought you'd like to know that
[Chorus]
He won't touch you like I do
He won't love you like I would
He don't know your body, he don't do you right
He won't love you like I would
Love you like I would
[Verse 2]
It's okay to want me, 'cause I want you
Been thinkin' it over, but I'm through
So stop wasting all my time, messing with my mind
It's cold-hearted, cold-hearted[Pre-Chorus]
Oh, oh, it's probably gonna sound wrong
Promise it won't last long
Oh, oh, if we can never go back
Thought you'd like to know that
[Chorus]
He won't touch you like I do
He won't love you like I would
He don't know your body, he don't do you right
He won't love you like I would
Love you like I would, like I would
He won't touch you like I do
He won't love you like I would
He don't know your body, he don't do you right
He won't love you like I would
Love you like I would, like I would
[Bridge]
He can't love you like I would
He can't love you like I could
He don't know your body
He don't know your body
[Chorus]
He won't touch you like I do
He won't love you like I would
He don't know your body, he don't do you right
He won't love you like I would
Love you like I would, like I would (He can't touch you like I would)
He won't touch you like I do (He can't love you like I do)
He won't love you like I would
He don't know your body, he don't do you right
He won't love you like I would
Love you like I would, like I would","Hey whats up? Its been a while Talking bout its not my style Thought Id see whats up, while Im lighting up Its coldhearted, coldhearted Know its late, but Im so wired Saw your face and got inspired Guess you let it go, now youre good to go Its coldhearted, coldhearted Oh, oh, its probably gonna sound wrong Promise it wont last long Oh, oh, if we can never go back Thought youd like to know that He wont touch you like I do He wont love you like I would He dont know your body, he dont do you right He wont love you like I would Love you like I would Its okay to want me, cause I want you Been thinkin it over, but Im through So stop wasting all my time, messing with my mind Its coldhearted, coldhearted Oh, oh, its probably gonna sound wrong Promise it wont last long Oh, oh, if we can never go back Thought youd like to know that He wont touch you like I do He wont love you like I would He dont know your body, he dont do you right He wont love you like I would Love you like I would, like I would He wont touch you like I do He wont love you like I would He dont know your body, he dont do you right He wont love you like I would Love you like I would, like I would He cant love you like I would He cant love you like I could He dont know your body He dont know your body He wont touch you like I do He wont love you like I would He dont know your body, he dont do you right He wont love you like I would Love you like I would, like I would He cant touch you like I would He wont touch you like I do He cant love you like I do He wont love you like I would He dont know your body, he dont do you right He wont love you like I would Love you like I would, like I would",362
Zayn Love Like This,"[Verse 1]
Oh, I love it when you show, when you show
When you show that you got my back
If they ever try to roll, try to roll
Try to roll on your name, I black
How you hit 'em with the clothes and the stare
And the hips and the hair like that
Got me all up in the zone, in the zone
In the zone, in the zone like
[Pre-Chorus]
I don't wanna waste no time
I don't wanna waste no time 'cause
You are the, you are the crown
I just wanna take your time and
Everything is on the line, but I would rather be dead
If it's gonna mean a life that's lived without you, baby
[Chorus]
I guess that's love like this
Usually, I never wanna jump like this
But I think I wanna dump my chips 'cause
I cannot go back
I guess that's faith like this
Give you everything and you can skate like this (Woo)
But I think I gotta take that risk 'cause
I cannot go back[Verse 2]
And I'm lovin' what you say, what you say
What you say when you're on my line
If I never make it back, make it back
Make it back from the chase, I'm fine
Doesn't matter if it's left or it's right
Your direction is on my mind
Got me all up in the zone, in the zone
In the zone, in the zone like
[Pre-Chorus]
I don't wanna waste no time
I don't wanna waste no time 'cause
You are the, you are the crown
I just wanna take your time and
Everything is on the line, but I would rather be dead
If it's gonna mean a life that's lived without you, baby
[Chorus]
I guess that's love like this
Usually, I never wanna jump like this
But I think I wanna dump my chips 'cause
I cannot go back
I guess that's faith like this
Give you everything and you can skate like this (Woo)
But I think I gotta take that risk 'cause
I cannot go back[Post-Chorus]
One kiss, I am wrapped
Two, four, six, my jack
All I know is that
I cannot go back
One kiss, I am wrapped
Two and I'm attached
All I know is that
I cannot go back
[Bridge]
I don't wanna waste no time
You are the cr—, you are the crown
Everything is on the line, but I would rather be dead
If it's gonna mean a life that is lived without you, baby
[Chorus]
I guess that's love like this
Usually, I never wanna jump like this
But I think I wanna dump my chips 'cause
I cannot go back
I guess that's faith like this
Give you everything and you can skate like this
But I think I gotta take that risk 'cause
I cannot go back[Outro]
I can't let go of you, baby
I cannot go back
But I think I gotta take that risk 'cause
I cannot go back","Oh, I love it when you show, when you show When you show that you got my back If they ever try to roll, try to roll Try to roll on your name, I black How you hit em with the clothes and the stare And the hips and the hair like that Got me all up in the zone, in the zone In the zone, in the zone like I dont wanna waste no time I dont wanna waste no time cause You are the, you are the crown I just wanna take your time and Everything is on the line, but I would rather be dead If its gonna mean a life thats lived without you, baby I guess thats love like this Usually, I never wanna jump like this But I think I wanna dump my chips cause I cannot go back I guess thats faith like this Give you everything and you can skate like this Woo But I think I gotta take that risk cause I cannot go back And Im lovin what you say, what you say What you say when youre on my line If I never make it back, make it back Make it back from the chase, Im fine Doesnt matter if its left or its right Your direction is on my mind Got me all up in the zone, in the zone In the zone, in the zone like I dont wanna waste no time I dont wanna waste no time cause You are the, you are the crown I just wanna take your time and Everything is on the line, but I would rather be dead If its gonna mean a life thats lived without you, baby I guess thats love like this Usually, I never wanna jump like this But I think I wanna dump my chips cause I cannot go back I guess thats faith like this Give you everything and you can skate like this Woo But I think I gotta take that risk cause I cannot go back One kiss, I am wrapped Two, four, six, my jack All I know is that I cannot go back One kiss, I am wrapped Two and Im attached All I know is that I cannot go back I dont wanna waste no time You are the cr, you are the crown Everything is on the line, but I would rather be dead If its gonna mean a life that is lived without you, baby I guess thats love like this Usually, I never wanna jump like this But I think I wanna dump my chips cause I cannot go back I guess thats faith like this Give you everything and you can skate like this But I think I gotta take that risk cause I cannot go back I cant let go of you, baby I cannot go back But I think I gotta take that risk cause I cannot go back",495
Zayn Natural,"[Verse 1]
It's just like breathin', speakin'
When we touch, like a force of nature
Not just a feelin', let's believe it
The birth of love like a force of nature
[Pre-Chorus]
Undeniable (It's our love)
Unforgettable (It's our love)
Nothing compares to when
I feel you on my skin
[Chorus]
It feels so natural, natural
When we come together
Like a force of nature
It feels so natural, natural
When we come together
Like a force of nature
[Post-Chorus]
When we come together, together, together
When we come together, together, together
[Verse 2]
Pure heart, deeper
Beautiful, like the bluest ocean
Like a wave, we broke down
The barriers, like the bluest ocean[Pre-Chorus]
It's incredible (It's our love)
Unforgettable (It's our love)
Nothing compares to when
I feel you on my skin
[Chorus]
It feels so natural, natural
When we come together
Like a force of nature
It feels so natural, natural
When we come together
Like a force of nature
[Post-Chorus]
When we come together, together, together
When we come together, together, together
[Bridge]
Like a hurricane (It's our love)
Like a hurricane (It's our love)
Like a hurricane
When we come together
Like a hurricane (It's our love)
Like a hurricane (It's our love)
Like a hurricane
When we come together[Chorus]
It feels so natural, natural
When we come together
Like a force of nature
It feels so natural, natural
When we come together
Like a force of nature
[Post-Chorus]
Let's come together, come together
Right now, right now
Let's come together, come together
Right now, right now
Come together, together
Right now","Its just like breathin, speakin When we touch, like a force of nature Not just a feelin, lets believe it The birth of love like a force of nature Undeniable Its our love Unforgettable Its our love Nothing compares to when I feel you on my skin It feels so natural, natural When we come together Like a force of nature It feels so natural, natural When we come together Like a force of nature When we come together, together, together When we come together, together, together Pure heart, deeper Beautiful, like the bluest ocean Like a wave, we broke down The barriers, like the bluest ocean Its incredible Its our love Unforgettable Its our love Nothing compares to when I feel you on my skin It feels so natural, natural When we come together Like a force of nature It feels so natural, natural When we come together Like a force of nature When we come together, together, together When we come together, together, together Like a hurricane Its our love Like a hurricane Its our love Like a hurricane When we come together Like a hurricane Its our love Like a hurricane Its our love Like a hurricane When we come together It feels so natural, natural When we come together Like a force of nature It feels so natural, natural When we come together Like a force of nature Lets come together, come together Right now, right now Lets come together, come together Right now, right now Come together, together Right now",255
